2022-11-07 12:02:32,281 INFO id:66, name:S1B66, tHi:25448, tLo:58823, secToRun:181, secTrig:15, secDone:181, numReq:18, waterPerc:0, weightTarg:2000, readNowFeedKG:1991, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:02:32,428 INFO id:67, name:S1B67, tHi:25448, tLo:58822, secToRun:227, secTrig:15, secDone:227, numReq:21, waterPerc:0, weightTarg:2500, readNowFeedKG:2497, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:02:32,581 INFO id:68, name:S1B68, tHi:25448, tLo:58823, secToRun:45, secTrig:15, secDone:45, numReq:6, waterPerc:0, weightTarg:500, readNowFeedKG:495, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:02:32,659 INFO Lista ID offline [3]
2022-11-07 12:02:59,691 INFO LETTURA NORMALE IN CORSO...
2022-11-07 12:03:04,387 INFO id:1, name:S1B1, tHi:25448, tLo:58855, secToRun:318, secTrig:15, secDone:275, numReq:18, waterPerc:0, weightTarg:3500, readNowFeedKG:3025, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:04,547 INFO id:2, name:S1B2, tHi:25448, tLo:58855, secToRun:181, secTrig:15, secDone:181, numReq:13, waterPerc:0, weightTarg:2000, readNowFeedKG:1991, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:04,829 INFO id:4, name:S1B4, tHi:25448, tLo:58855, secToRun:181, secTrig:15, secDone:181, numReq:12, waterPerc:0, weightTarg:2000, readNowFeedKG:1991, calVal:11, hall:1, cage:1, boot:1, sw:21
2022-11-07 12:03:05,005 INFO id:5, name:S1B5, tHi:25448, tLo:58855, secToRun:272, secTrig:15, secDone:182, numReq:12, waterPerc:0, weightTarg:3000, readNowFeedKG:2002, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:05,163 INFO id:6, name:S1B6, tHi:25448, tLo:58856, secToRun:318, secTrig:15, secDone:318, numReq:23, waterPerc:0, weightTarg:3500, readNowFeedKG:3498, calVal:11, hall:1, cage:1, boot:1, sw:20
2022-11-07 12:03:05,306 INFO id:7, name:S1B7, tHi:25448, tLo:58855, secToRun:363, secTrig:15, secDone:363, numReq:26, waterPerc:0, weightTarg:4000, readNowFeedKG:3993, calVal:11, hall:1, cage:7, boot:1, sw:20
2022-11-07 12:03:05,490 INFO id:9, name:S1B9, tHi:25448, tLo:58856, secToRun:318, secTrig:15, secDone:318, numReq:23, waterPerc:0, weightTarg:3500, readNowFeedKG:3498, calVal:11, hall:2, cage:1, boot:1, sw:20
